passenger;date_dep;date_arr;diff_dep;diff_arr;model;airport_dep;airport_arr;fare_condition;amount
58;2017/06/22 17:06:00.000;2017/06/22 18:35:00.000;00:01:00;01:29:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;12100,0
61;2017/06/22 17:06:00.000;2017/06/22 18:35:00.000;00:01:00;01:29:00;Сухой Суперджет-100;Храброво;Домодедово;Business;33000,0
47;2017/06/22 17:06:00.000;2017/06/22 18:35:00.000;00:01:00;01:29:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
43;2017/06/22 17:06:00.000;2017/06/22 18:35:00.000;00:01:00;01:29:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
14;2017/06/25 17:10:00.000;2017/06/25 18:41:00.000;00:05:00;01:31:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
19;2017/06/25 17:10:00.000;2017/06/25 18:41:00.000;00:05:00;01:31:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
82;2017/06/01 14:12:00.000;2017/06/01 16:00:00.000;00:02:00;01:48:00;Боинг 737-300;Сочи;Курумоч;Economy;13400,0
41;2017/06/25 17:10:00.000;2017/06/25 18:41:00.000;00:05:00;01:31:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
45;2017/06/30 17:08:00.000;2017/06/30 18:38:00.000;00:03:00;01:30:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;12100,0
42;2017/06/30 17:08:00.000;2017/06/30 18:38:00.000;00:03:00;01:30:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
67;2017/07/01 20:17:00.000;2017/07/01 21:48:00.000;03:12:00;01:31:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
63;2017/07/01 20:17:00.000;2017/07/01 21:48:00.000;03:12:00;01:31:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
62;2017/07/01 20:17:00.000;2017/07/01 21:48:00.000;03:12:00;01:31:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
24;2017/07/02 17:08:00.000;2017/07/02 18:39:00.000;00:03:00;01:31:00;Сухой Суперджет-100;Храброво;Домодедово;Business;33000,0
70;2017/07/02 17:08:00.000;2017/07/02 18:39:00.000;00:03:00;01:31:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
83;2017/07/02 17:08:00.000;2017/07/02 18:39:00.000;00:03:00;01:31:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
69;2017/07/06 17:06:00.000;2017/07/06 18:36:00.000;00:01:00;01:30:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
54;2017/07/06 17:06:00.000;2017/07/06 18:36:00.000;00:01:00;01:30:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
22;2017/07/06 17:06:00.000;2017/07/06 18:36:00.000;00:01:00;01:30:00;Сухой Суперджет-100;Храброво;Домодедово;Business;33000,0
13;2017/07/06 17:06:00.000;2017/07/06 18:36:00.000;00:01:00;01:30:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
33;2017/07/06 17:06:00.000;2017/07/06 18:36:00.000;00:01:00;01:30:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
45;2017/07/08 17:06:00.000;2017/07/08 18:36:00.000;00:01:00;01:30:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
20;2017/07/08 17:06:00.000;2017/07/08 18:36:00.000;00:01:00;01:30:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
73;2017/07/08 17:06:00.000;2017/07/08 18:36:00.000;00:01:00;01:30:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
30;2017/07/08 17:06:00.000;2017/07/08 18:36:00.000;00:01:00;01:30:00;Сухой Суперджет-100;Храброво;Домодедово;Business;33000,0
66;2017/07/10 19:32:00.000;2017/07/10 21:01:00.000;02:27:00;01:29:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
7;2017/07/10 19:32:00.000;2017/07/10 21:01:00.000;02:27:00;01:29:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
36;2017/07/10 19:32:00.000;2017/07/10 21:01:00.000;02:27:00;01:29:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
43;2017/07/14 17:05:00.000;2017/07/14 18:34:00.000;00:00:00;01:29:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
61;2017/07/14 17:05:00.000;2017/07/14 18:34:00.000;00:00:00;01:29:00;Сухой Суперджет-100;Храброво;Домодедово;Business;33000,0
52;2017/07/15 17:11:00.000;2017/07/15 18:39:00.000;00:06:00;01:28:00;Сухой Суперджет-100;Храброво;Домодедово;Business;33000,0
80;2017/07/15 17:11:00.000;2017/07/15 18:39:00.000;00:06:00;01:28:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
59;2017/07/15 17:11:00.000;2017/07/15 18:39:00.000;00:06:00;01:28:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
11;2017/07/16 17:07:00.000;2017/07/16 18:37:00.000;00:02:00;01:30:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
2;2017/07/16 17:07:00.000;2017/07/16 18:37:00.000;00:02:00;01:30:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
39;2017/07/16 17:07:00.000;2017/07/16 18:37:00.000;00:02:00;01:30:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
10;2017/07/18 17:08:00.000;2017/07/18 18:40:00.000;00:03:00;01:32:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
13;2017/07/18 17:08:00.000;2017/07/18 18:40:00.000;00:03:00;01:32:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
41;2017/07/18 17:08:00.000;2017/07/18 18:40:00.000;00:03:00;01:32:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
20;2017/07/18 17:08:00.000;2017/07/18 18:40:00.000;00:03:00;01:32:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
16;2017/07/19 17:08:00.000;2017/07/19 18:37:00.000;00:03:00;01:29:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
61;2017/07/20 17:07:00.000;2017/07/20 18:36:00.000;00:02:00;01:29:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
71;2017/07/20 17:07:00.000;2017/07/20 18:36:00.000;00:02:00;01:29:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
66;2017/07/20 17:07:00.000;2017/07/20 18:36:00.000;00:02:00;01:29:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
40;2017/07/20 17:07:00.000;2017/07/20 18:36:00.000;00:02:00;01:29:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
32;2017/07/21 17:06:00.000;2017/07/21 18:36:00.000;00:01:00;01:30:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
30;2017/07/21 17:06:00.000;2017/07/21 18:36:00.000;00:01:00;01:30:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
48;2017/07/27 17:09:00.000;2017/07/27 18:40:00.000;00:04:00;01:31:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
66;2017/07/27 17:09:00.000;2017/07/27 18:40:00.000;00:04:00;01:31:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
63;2017/07/27 17:09:00.000;2017/07/27 18:40:00.000;00:04:00;01:31:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
49;2017/07/28 17:09:00.000;2017/07/28 18:39:00.000;00:04:00;01:30:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
56;2017/07/28 17:09:00.000;2017/07/28 18:39:00.000;00:04:00;01:30:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
20;2017/07/29 17:08:00.000;2017/07/29 18:36:00.000;00:03:00;01:28:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
27;2017/07/29 17:08:00.000;2017/07/29 18:36:00.000;00:03:00;01:28:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
55;2017/07/29 17:08:00.000;2017/07/29 18:36:00.000;00:03:00;01:28:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
17;2017/07/31 17:09:00.000;2017/07/31 18:37:00.000;00:04:00;01:28:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
307;2017/06/01 14:12:00.000;2017/06/01 16:00:00.000;00:02:00;01:48:00;Боинг 737-300;Сочи;Курумоч;Economy;13400,0
31;2017/07/31 17:09:00.000;2017/07/31 18:37:00.000;00:04:00;01:28:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
50;2017/08/01 17:07:00.000;2017/08/01 18:36:00.000;00:02:00;01:29:00;Сухой Суперджет-100;Храброво;Домодедово;Business;33000,0
3;2017/08/01 17:07:00.000;2017/08/01 18:36:00.000;00:02:00;01:29:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
56;2017/08/01 17:07:00.000;2017/08/01 18:36:00.000;00:02:00;01:29:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
64;2017/08/05 17:07:00.000;2017/08/05 18:37:00.000;00:02:00;01:30:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
20;2017/08/05 17:07:00.000;2017/08/05 18:37:00.000;00:02:00;01:30:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
28;2017/08/05 17:07:00.000;2017/08/05 18:37:00.000;00:02:00;01:30:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
13;2017/08/11 17:07:00.000;2017/08/11 18:38:00.000;00:02:00;01:31:00;Сухой Суперджет-100;Храброво;Домодедово;Business;33000,0
35;2017/08/11 17:07:00.000;2017/08/11 18:38:00.000;00:02:00;01:31:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
74;2017/08/12 17:11:00.000;2017/08/12 18:40:00.000;00:06:00;01:29:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
18;2017/08/12 17:11:00.000;2017/08/12 18:40:00.000;00:06:00;01:29:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
33;2017/08/12 17:11:00.000;2017/08/12 18:40:00.000;00:06:00;01:29:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
23;2017/08/13 17:09:00.000;2017/08/13 18:38:00.000;00:04:00;01:29:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
4;2017/08/13 17:09:00.000;2017/08/13 18:38:00.000;00:04:00;01:29:00;Сухой Суперджет-100;Храброво;Домодедово;Business;33000,0
74;2017/08/13 17:09:00.000;2017/08/13 18:38:00.000;00:04:00;01:29:00;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
37;2017/08/15 17:09:00.000;;00:04:00;;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
88;2017/08/15 17:09:00.000;;00:04:00;;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
48;2017/08/15 17:09:00.000;;00:04:00;;Сухой Суперджет-100;Храброво;Домодедово;Economy;11000,0
1;2017/05/18 12:04:00.000;2017/05/18 13:33:00.000;00:04:00;01:29:00;Боинг 737-300;Храброво;Шереметьево;Business;32000,0
4;2017/05/18 12:04:00.000;2017/05/18 13:33:00.000;00:04:00;01:29:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
3;2017/05/18 12:04:00.000;2017/05/18 13:33:00.000;00:04:00;01:29:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
2;2017/05/20 12:04:00.000;2017/05/20 13:34:00.000;00:04:00;01:30:00;Боинг 737-300;Храброво;Шереметьево;Business;32000,0
6;2017/05/20 12:04:00.000;2017/05/20 13:34:00.000;00:04:00;01:30:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
7;2017/05/22 12:01:00.000;2017/05/22 13:29:00.000;00:01:00;01:28:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
9;2017/05/22 12:01:00.000;2017/05/22 13:29:00.000;00:01:00;01:28:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
19;2017/05/22 12:01:00.000;2017/05/22 13:29:00.000;00:01:00;01:28:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
15;2017/05/24 12:02:00.000;2017/05/24 13:33:00.000;00:02:00;01:31:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
14;2017/05/24 12:02:00.000;2017/05/24 13:33:00.000;00:02:00;01:31:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
17;2017/05/24 12:02:00.000;2017/05/24 13:33:00.000;00:02:00;01:31:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
19;2017/05/25 12:04:00.000;2017/05/25 13:33:00.000;00:04:00;01:29:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
23;2017/05/25 12:04:00.000;2017/05/25 13:33:00.000;00:04:00;01:29:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
38;2017/05/25 12:04:00.000;2017/05/25 13:33:00.000;00:04:00;01:29:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
26;2017/05/27 12:02:00.000;2017/05/27 13:32:00.000;00:02:00;01:30:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
49;2017/05/27 12:02:00.000;2017/05/27 13:32:00.000;00:02:00;01:30:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
12;2017/05/28 12:01:00.000;2017/05/28 13:30:00.000;00:01:00;01:29:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
61;2017/05/28 12:01:00.000;2017/05/28 13:30:00.000;00:01:00;01:29:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
5;2017/05/28 12:01:00.000;2017/05/28 13:30:00.000;00:01:00;01:29:00;Боинг 737-300;Храброво;Шереметьево;Business;32000,0
73;2017/05/30 12:03:00.000;2017/05/30 13:32:00.000;00:03:00;01:29:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
40;2017/05/30 12:03:00.000;2017/05/30 13:32:00.000;00:03:00;01:29:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
47;2017/05/31 12:03:00.000;2017/05/31 13:34:00.000;00:03:00;01:31:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
2;2017/05/31 12:03:00.000;2017/05/31 13:34:00.000;00:03:00;01:31:00;Боинг 737-300;Храброво;Шереметьево;Business;32000,0
25;2017/05/31 12:03:00.000;2017/05/31 13:34:00.000;00:03:00;01:31:00;Боинг 737-300;Храброво;Шереметьево;Economy;11700,0
75;2017/06/03 12:02:00.000;2017/06/03 13:32:00.000;00:02:00;01:30:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
81;2017/06/03 12:02:00.000;2017/06/03 13:32:00.000;00:02:00;01:30:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
25;2017/06/05 12:02:00.000;2017/06/05 13:33:00.000;00:02:00;01:31:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
66;2017/06/05 12:02:00.000;2017/06/05 13:33:00.000;00:02:00;01:31:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
52;2017/06/05 12:02:00.000;2017/06/05 13:33:00.000;00:02:00;01:31:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
52;2017/06/07 12:03:00.000;2017/06/07 13:33:00.000;00:03:00;01:30:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
32;2017/06/07 12:03:00.000;2017/06/07 13:33:00.000;00:03:00;01:30:00;Боинг 737-300;Храброво;Шереметьево;Economy;11700,0
66;2017/06/07 12:03:00.000;2017/06/07 13:33:00.000;00:03:00;01:30:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
62;2017/06/08 12:03:00.000;2017/06/08 13:33:00.000;00:03:00;01:30:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
24;2017/06/08 12:03:00.000;2017/06/08 13:33:00.000;00:03:00;01:30:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
44;2017/06/09 15:11:00.000;2017/06/09 16:40:00.000;03:11:00;01:29:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
29;2017/06/09 15:11:00.000;2017/06/09 16:40:00.000;03:11:00;01:29:00;Боинг 737-300;Храброво;Шереметьево;Economy;11700,0
17;2017/06/09 15:11:00.000;2017/06/09 16:40:00.000;03:11:00;01:29:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
57;2017/06/11 12:02:00.000;2017/06/11 13:31:00.000;00:02:00;01:29:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
68;2017/06/11 12:02:00.000;2017/06/11 13:31:00.000;00:02:00;01:29:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
14;2017/06/15 12:01:00.000;2017/06/15 13:31:00.000;00:01:00;01:30:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
70;2017/06/15 12:01:00.000;2017/06/15 13:31:00.000;00:01:00;01:30:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
41;2017/06/16 12:03:00.000;2017/06/16 13:31:00.000;00:03:00;01:28:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
74;2017/06/16 12:03:00.000;2017/06/16 13:31:00.000;00:03:00;01:28:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
22;2017/06/16 12:03:00.000;2017/06/16 13:31:00.000;00:03:00;01:28:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
24;2017/06/16 12:03:00.000;2017/06/16 13:31:00.000;00:03:00;01:28:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
21;2017/06/19 12:05:00.000;2017/06/19 13:35:00.000;00:05:00;01:30:00;Боинг 737-300;Храброво;Шереметьево;Economy;11700,0
44;2017/06/19 12:05:00.000;2017/06/19 13:35:00.000;00:05:00;01:30:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
45;2017/06/20 12:03:00.000;2017/06/20 13:34:00.000;00:03:00;01:31:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
33;2017/06/20 12:03:00.000;2017/06/20 13:34:00.000;00:03:00;01:31:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
70;2017/06/20 12:03:00.000;2017/06/20 13:34:00.000;00:03:00;01:31:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
38;2017/06/23 12:05:00.000;2017/06/23 13:35:00.000;00:05:00;01:30:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
23;2017/06/23 12:05:00.000;2017/06/23 13:35:00.000;00:05:00;01:30:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
62;2017/06/24 12:02:00.000;2017/06/24 13:31:00.000;00:02:00;01:29:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
44;2017/06/24 12:02:00.000;2017/06/24 13:31:00.000;00:02:00;01:29:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
55;2017/06/24 12:02:00.000;2017/06/24 13:31:00.000;00:02:00;01:29:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
50;2017/06/25 12:03:00.000;2017/06/25 13:32:00.000;00:03:00;01:29:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
56;2017/06/25 12:03:00.000;2017/06/25 13:32:00.000;00:03:00;01:29:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
66;2017/06/25 12:03:00.000;2017/06/25 13:32:00.000;00:03:00;01:29:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
13;2017/06/28 12:02:00.000;2017/06/28 13:32:00.000;00:02:00;01:30:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
71;2017/06/28 12:02:00.000;2017/06/28 13:32:00.000;00:02:00;01:30:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
71;2017/06/30 12:02:00.000;2017/06/30 13:32:00.000;00:02:00;01:30:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
49;2017/06/30 12:02:00.000;2017/06/30 13:32:00.000;00:02:00;01:30:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
39;2017/06/30 12:02:00.000;2017/06/30 13:32:00.000;00:02:00;01:30:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
63;2017/07/01 12:05:00.000;2017/07/01 13:34:00.000;00:05:00;01:29:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
80;2017/07/01 12:05:00.000;2017/07/01 13:34:00.000;00:05:00;01:29:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
72;2017/07/01 12:05:00.000;2017/07/01 13:34:00.000;00:05:00;01:29:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
32;2017/07/03 12:06:00.000;2017/07/03 13:36:00.000;00:06:00;01:30:00;Боинг 737-300;Храброво;Шереметьево;Economy;11700,0
49;2017/07/03 12:06:00.000;2017/07/03 13:36:00.000;00:06:00;01:30:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
3;2017/07/03 12:06:00.000;2017/07/03 13:36:00.000;00:06:00;01:30:00;Боинг 737-300;Храброво;Шереметьево;Business;32000,0
49;2017/07/05 12:03:00.000;2017/07/05 13:33:00.000;00:03:00;01:30:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
68;2017/07/05 12:03:00.000;2017/07/05 13:33:00.000;00:03:00;01:30:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
6;2017/07/05 12:03:00.000;2017/07/05 13:33:00.000;00:03:00;01:30:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
11;2017/07/06 12:02:00.000;2017/07/06 13:33:00.000;00:02:00;01:31:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
83;2017/07/06 12:02:00.000;2017/07/06 13:33:00.000;00:02:00;01:31:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
46;2017/07/06 12:02:00.000;2017/07/06 13:33:00.000;00:02:00;01:31:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
61;2017/07/07 12:02:00.000;2017/07/07 13:32:00.000;00:02:00;01:30:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
12;2017/07/07 12:02:00.000;2017/07/07 13:32:00.000;00:02:00;01:30:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
39;2017/07/07 12:02:00.000;2017/07/07 13:32:00.000;00:02:00;01:30:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
49;2017/07/07 12:02:00.000;2017/07/07 13:32:00.000;00:02:00;01:30:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
72;2017/07/09 12:01:00.000;2017/07/09 13:32:00.000;00:01:00;01:31:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
66;2017/07/09 12:01:00.000;2017/07/09 13:32:00.000;00:01:00;01:31:00;Боинг 737-300;Храброво;Шереметьево;Economy;11700,0
39;2017/07/09 12:01:00.000;2017/07/09 13:32:00.000;00:01:00;01:31:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
20;2017/07/10 12:00:00.000;2017/07/10 13:29:00.000;00:00:00;01:29:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
8;2017/07/10 12:00:00.000;2017/07/10 13:29:00.000;00:00:00;01:29:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
60;2017/07/10 12:00:00.000;2017/07/10 13:29:00.000;00:00:00;01:29:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
58;2017/07/10 12:00:00.000;2017/07/10 13:29:00.000;00:00:00;01:29:00;Боинг 737-300;Храброво;Шереметьево;Economy;11700,0
28;2017/07/12 12:02:00.000;2017/07/12 13:32:00.000;00:02:00;01:30:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
66;2017/07/12 12:02:00.000;2017/07/12 13:32:00.000;00:02:00;01:30:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
50;2017/07/12 12:02:00.000;2017/07/12 13:32:00.000;00:02:00;01:30:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
75;2017/07/13 12:04:00.000;2017/07/13 13:33:00.000;00:04:00;01:29:00;Боинг 737-300;Храброво;Шереметьево;Business;32000,0
46;2017/07/13 12:04:00.000;2017/07/13 13:33:00.000;00:04:00;01:29:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
1;2017/07/13 12:04:00.000;2017/07/13 13:33:00.000;00:04:00;01:29:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
22;2017/07/15 12:00:00.000;2017/07/15 13:28:00.000;00:00:00;01:28:00;Боинг 737-300;Храброво;Шереметьево;Business;32000,0
4;2017/07/15 12:00:00.000;2017/07/15 13:28:00.000;00:00:00;01:28:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
62;2017/07/17 12:02:00.000;2017/07/17 13:30:00.000;00:02:00;01:28:00;Боинг 737-300;Храброво;Шереметьево;Business;32000,0
53;2017/07/17 12:02:00.000;2017/07/17 13:30:00.000;00:02:00;01:28:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
50;2017/07/17 12:02:00.000;2017/07/17 13:30:00.000;00:02:00;01:28:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
9;2017/07/18 12:02:00.000;2017/07/18 13:32:00.000;00:02:00;01:30:00;Боинг 737-300;Храброво;Шереметьево;Business;32000,0
31;2017/07/18 12:02:00.000;2017/07/18 13:32:00.000;00:02:00;01:30:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
39;2017/07/18 12:02:00.000;2017/07/18 13:32:00.000;00:02:00;01:30:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
28;2017/07/18 12:02:00.000;2017/07/18 13:32:00.000;00:02:00;01:30:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
18;2017/07/18 12:02:00.000;2017/07/18 13:32:00.000;00:02:00;01:30:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
75;2017/07/19 12:06:00.000;2017/07/19 13:35:00.000;00:06:00;01:29:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
31;2017/07/20 12:02:00.000;2017/07/20 13:33:00.000;00:02:00;01:31:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
20;2017/07/20 12:02:00.000;2017/07/20 13:33:00.000;00:02:00;01:31:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
27;2017/07/20 12:02:00.000;2017/07/20 13:33:00.000;00:02:00;01:31:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
58;2017/07/20 12:02:00.000;2017/07/20 13:33:00.000;00:02:00;01:31:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
77;2017/07/20 12:02:00.000;2017/07/20 13:33:00.000;00:02:00;01:31:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
55;2017/07/21 12:02:00.000;2017/07/21 13:31:00.000;00:02:00;01:29:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
77;2017/07/22 12:03:00.000;2017/07/22 13:33:00.000;00:03:00;01:30:00;Боинг 737-300;Храброво;Шереметьево;Business;32000,0
1;2017/07/22 12:03:00.000;2017/07/22 13:33:00.000;00:03:00;01:30:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
81;2017/07/22 12:03:00.000;2017/07/22 13:33:00.000;00:03:00;01:30:00;Боинг 737-300;Храброво;Шереметьево;Economy;10700,0
